corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents
altlex,altlex_gold.tsv,27,1,altlex_altlex_gold.tsv_27_1,"The inter-plate relative motion caused large scale structural deformation inside the Asian continent , resulting in a thinning crust of the Qinghai-Tibet Plateau , the uplift of its landscape and an eastward extrude .","<ARG0>The inter-plate relative motion</ARG0> caused <ARG1>large scale structural deformation inside the Asian continent , resulting in a thinning crust of the Qinghai-Tibet Plateau , the uplift of its landscape and an eastward extrude .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,28,0,altlex_altlex_gold.tsv_28_0,The earthquake occurred as the result of motion on a northeast striking reverse fault or thrust fault on the northwestern margin of the Sichuan Basin .,<ARG0>The earthquake occurred as</ARG0> the result of <ARG1>motion on a northeast striking reverse fault or thrust fault on the northwestern margin of the Sichuan Basin .</ARG1>,1,1,,1
altlex,altlex_gold.tsv,29,0,altlex_altlex_gold.tsv_29_0,The earthquake 's epicenter and focal-mechanism are consistent with it having occurred as the result of movement on the Longmenshan fault or a tectonically related fault .,<ARG1>The earthquake 's epicenter and focal-mechanism are consistent with it having occurred as</ARG1> the result of <ARG0>movement on the Longmenshan fault or a tectonically related fault .</ARG0>,1,1,,1
altlex,altlex_gold.tsv,30,0,altlex_altlex_gold.tsv_30_0,"The earthquake reflects tectonic stresses resulting from the convergence of crustal material slowly moving from the high Tibetan Plateau , to the west , against strong crust underlying the Sichuan Basin and southeastern China .","<ARG1>The earthquake reflects tectonic stresses</ARG1> resulting from <ARG0>the convergence of crustal material slowly moving from the high Tibetan Plateau , to the west , against strong crust underlying the Sichuan Basin and southeastern China .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,31,0,altlex_altlex_gold.tsv_31_0,"On a continental scale , the seismicity of central and eastern Asia is a result of northward convergence of the Indian Plate against the Eurasian Plate with a velocity of about 50 mm/y .","<ARG1>On a continental scale , the seismicity of central and eastern Asia is a</ARG1> result <ARG0>of northward convergence of the Indian Plate against the Eurasian Plate with a velocity of about 50 mm/y .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,32,0,altlex_altlex_gold.tsv_32_0,Earthquakes of this size have the potential to cause extensive damage and loss of life .,<ARG1>Earthquakes of this size have the potential to</ARG1> cause <ARG0>extensive damage and loss of life .</ARG0>,1,1,,1
altlex,altlex_gold.tsv,33,0,altlex_altlex_gold.tsv_33_0,"The seismicity of central and eastern Asia is caused by the northward movement of the India plate at a rate of 5 cm/year and its collision with Eurasia , resulting in the uplift of the Himalaya and Tibetan plateaux and associated earthquake activity .","<ARG1>The seismicity of central and eastern Asia is</ARG1> caused by <ARG0>the northward movement of the India plate at a rate of 5 cm/year and its collision with Eurasia , resulting in the uplift of the Himalaya and Tibetan plateaux and associated earthquake activity .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,33,1,altlex_altlex_gold.tsv_33_1,"The seismicity of central and eastern Asia is caused by the northward movement of the India plate at a rate of 5 cm/year and its collision with Eurasia , resulting in the uplift of the Himalaya and Tibetan plateaux and associated earthquake activity .","<ARG0>The seismicity of central and eastern Asia is caused by the northward movement of the India plate at a rate of 5 cm/year and its collision with Eurasia ,</ARG0> resulting in <ARG1>the uplift of the Himalaya and Tibetan plateaux and associated earthquake activity .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,34,0,altlex_altlex_gold.tsv_34_0,"In August 1933 , the magnitude 7.5 Diexi earthquake , about 90 km northeast of today 's earthquake , destroyed the town of Diexi and surrounding villages , and caused many landslides , some of which dammed the rivers .","<ARG0>In August 1933 , the magnitude 7.5 Diexi earthquake , about 90 km northeast of today 's earthquake , destroyed the town of Diexi and surrounding villages , and</ARG0> caused <ARG1>many landslides , some of which dammed the rivers .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,35,0,altlex_altlex_gold.tsv_35_0,One SilkAir flight was diverted and landed in Kunming as a result .,<ARG1>One SilkAir flight was diverted and landed in Kunming as a</ARG1> result <ARG0>.</ARG0>,0,0,,1
altlex,altlex_gold.tsv,36,0,altlex_altlex_gold.tsv_36_0,Cathay Pacific delayed both legs of its quadruple daily Hong Kong to London route due to this disruption in air traffic services .,<ARG1>Cathay Pacific delayed both legs of its quadruple daily Hong Kong to London route</ARG1> due to <ARG0>this disruption in air traffic services .</ARG0>,1,1,,1
altlex,altlex_gold.tsv,37,0,altlex_altlex_gold.tsv_37_0,"All of the highways into Wenchuan , and others throughout the province , were damaged , resulting in delayed arrival of the rescue troops .","<ARG0>All of the highways into Wenchuan , and others throughout the province , were damaged ,</ARG0> resulting in <ARG1>delayed arrival of the rescue troops .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,38,0,altlex_altlex_gold.tsv_38_0,"Immediately after the earthquake event , mobile and terrestrial telecommunications were cut to the affected and surrounding area , with all internet capabilities cut to the Sichuan area too .","<ARG1>Immediately after the earthquake event , mobile</ARG1> and <ARG0>terrestrial telecommunications were cut to the affected and surrounding area , with all internet capabilities cut to the Sichuan area too .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,39,0,altlex_altlex_gold.tsv_39_0,"China Mobile had more than 2,300 base stations suspended due to power disruption or severe telecommunication traffic congestion .","<ARG1>China Mobile had more than 2,300 base stations suspended</ARG1> due to <ARG0>power disruption or severe telecommunication traffic congestion .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,40,0,altlex_altlex_gold.tsv_40_0,"According to Chinese state officials , the quake caused 69,180 known deaths including 68,636 in Sichuan province ; 18,498 people are listed as missing , and 374,176 injured , but these figures may further increase as more reports come in .","<ARG0>According to Chinese state officials , the quake</ARG0> caused <ARG1>69,180 known deaths including 68,636 in Sichuan province ; 18,498 people are listed as missing , and 374,176 injured , but these figures may further increase as more reports come in .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,41,0,altlex_altlex_gold.tsv_41_0,"In terms of school casualties , thousands of school children died due to shoddy construction .","<ARG1>In terms of school casualties , thousands of school children died</ARG1> due to <ARG0>shoddy construction .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,42,0,altlex_altlex_gold.tsv_42_0,"Reginald DesRoches , a professor of civil and environmental engineering at Georgia Tech , pointed out that the massive damage of properties and houses in the earthquake area was because China did not create an adequate seismic design code until after the devastating 1976 Tangshan earthquake .","<ARG1>Reginald DesRoches , a professor of civil and environmental engineering at Georgia Tech , pointed out that the massive damage of properties</ARG1> and <ARG0>houses in the earthquake area was because China did not create an adequate seismic design code until after the devastating 1976 Tangshan earthquake .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,43,0,altlex_altlex_gold.tsv_43_0,"Pingwu County and Beichuan County , Sichuan , also northeast of Wenchuan and close to the epicenter of a 7.2 Ms earthquake in 1976 , suffered a 6.1 Ms aftershock ( 5.7 Mw according to USGS ) on August 1 ; it caused 2 deaths , 345 injuries , collapse of 707 homes , damages to over 1,000 homes , and blocked of country roads .","<ARG0>Pingwu County and Beichuan County , Sichuan , also northeast of Wenchuan and close to the epicenter of a 7.2 Ms earthquake in 1976 , suffered a 6.1 Ms aftershock ( 5.7 Mw according to USGS ) on August 1 ; it</ARG0> caused <ARG1>2 deaths , 345 injuries , collapse of 707 homes , damages to over 1,000 homes , and blocked of country roads .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,44,0,altlex_altlex_gold.tsv_44_0,"However , the Red Cross Society of China said that ( on May 13 ) `` it was inconvenient currently due to the traffic problem to the hardest hit areas closest to the epicenter . ''","<ARG1>However , the Red Cross Society of China said that ( on May 13 ) `` it was inconvenient currently</ARG1> due to <ARG0>the traffic problem to the hardest hit areas closest to the epicenter . ''</ARG0>",1,1,,1
altlex,altlex_gold.tsv,45,0,altlex_altlex_gold.tsv_45_0,"By May 15 , Premier Wen Jiabao ordered the deployment of an additional 90 helicopters , of which 60 were to be provided by the PLAAF , and 30 were to be provided by the civil aviation industry , bringing the total of number of aircraft deployed in relief operations by the air force , army , and civil aviation to over 150 , resulting in the largest non-combat airlifting operation in People 's Liberation Army history .","<ARG0>By May 15 , Premier Wen Jiabao ordered the deployment of an additional 90 helicopters , of which 60 were to be provided by the PLAAF , and 30 were to be provided by the civil aviation industry , bringing the total of number of aircraft deployed in relief operations by the air force , army , and civil aviation to over 150 ,</ARG0> resulting in <ARG1>the largest non-combat airlifting operation in People 's Liberation Army history .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,46,0,altlex_altlex_gold.tsv_46_0,"Approval from mainland Chinese authorities was sought , and the chartered flight departed Taipei at 17:00 CST , May 15 and arrived in Chengdu by 20:30 CST .","<ARG1>Approval from mainland Chinese authorities was sought , and the chartered flight departed Taipei at 17:00 CST , May 15</ARG1> and <ARG0>arrived in Chengdu by 20:30 CST .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,47,0,altlex_altlex_gold.tsv_47_0,"As a result of the magnitude 7.9 earthquake and the many strong aftershocks , many rivers became blocked by large landslides , which resulted in the formation of `` quake lakes '' behind the blockages ; these massive amounts of water were pooling up at a very high rate behind the natural landslide dams and it was feared that the blockages would eventually crumble under the weight of the ever-increasing water mass , potentially endangering the lives of millions of people living downstream .","<ARG0>As a result of the magnitude 7.9 earthquake and the many strong aftershocks , many rivers became blocked by large landslides ,</ARG0> which resulted in <ARG1>the formation of `` quake lakes '' behind the blockages ; these massive amounts of water were pooling up at a very high rate behind the natural landslide dams and it was feared that the blockages would eventually crumble under the weight of the ever-increasing water mass , potentially endangering the lives of millions of people living downstream .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,48,0,altlex_altlex_gold.tsv_48_0,"As of May 27 , 2008 , 34 lakes had formed due to earthquake debris blocking and damming rivers , and it was estimated that 28 of them were still of potential danger to the local people .","<ARG1>As of May 27 , 2008 , 34 lakes had formed</ARG1> due to <ARG0>earthquake debris blocking and damming rivers , and it was estimated that 28 of them were still of potential danger to the local people .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,49,0,altlex_altlex_gold.tsv_49_0,"The most precarious of these quake-lakes was the one located in the extremely difficult terrain at Mount Tangjia in Beichuan County , Sichuan , accessible only by foot or air ; an Mi-26T heavy lift helicopter belonging to the China Flying Dragon Special Aviation Company was used to bring heavy earthmoving tractors to the affected location .","<ARG1>The most precarious of these quake-lakes was the one located in the extremely</ARG1> difficult <ARG0>terrain at Mount Tangjia in Beichuan County , Sichuan , accessible only by foot or air ; an Mi-26T heavy lift helicopter belonging to the China Flying Dragon Special Aviation Company was used to bring heavy earthmoving tractors to the affected location .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,50,0,altlex_altlex_gold.tsv_50_0,"Although the Chinese government was initially praised for its response to the quake ( especially in comparison to Myanmar 's ruling military junta 's blockade of aid during Cyclone Nargis ) , it then saw an erosion in confidence over the school construction scandal .","<ARG1>Although the Chinese government was initially praised for its</ARG1> response to <ARG0>the quake ( especially in comparison to Myanmar 's ruling military junta 's blockade of aid during Cyclone Nargis ) , it then saw an erosion in confidence over the school construction scandal .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,51,0,altlex_altlex_gold.tsv_51_0,"Schools in poor areas have small budgets and , unlike schools in the cities , they ca n't collect huge fees , so they 're pressed for money .","<ARG0>Schools in poor areas have small budgets and , unlike schools in the cities , they ca n't collect huge fees ,</ARG0> so <ARG1>they 're pressed for money .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,52,0,altlex_altlex_gold.tsv_52_0,"During that time he obtained more than 400,000 yuan ( US$ 60,000 ) from the county education department , money used to widen and strengthen concrete pillars and the balcony railing of all four storeys of his school , as well as secure its concrete floors .","<ARG1>During that time he obtained more than 400,000 yuan ( US$ 60,000 ) from the county education department , money used to widen</ARG1> and <ARG0>strengthen concrete pillars and the balcony railing of all four storeys of his school , as well as secure its concrete floors .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,53,0,altlex_altlex_gold.tsv_53_0,"However questions still remain , as some of the corrupt government officials have still not been brought to justice , while the many families who lost their only child , are still seeking compensation and justice to what had happened .","<ARG1>However questions still remain , as some of the corrupt government officials have still not been brought to justice , while the</ARG1> many <ARG0>families who lost their only child , are still seeking compensation and justice to what had happened .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,54,0,altlex_altlex_gold.tsv_54_0,"Following the quake , experts and the general public sought information on whether or not the earthquake could have been predicted in advance , and whether or not studying statistics related to the quake could result in better prediction of earthquakes in the future .","<ARG1>Following the quake , experts</ARG1> and <ARG0>the general public sought information on whether or not the earthquake could have been predicted in advance , and whether or not studying statistics related to the quake could result in better prediction of earthquakes in the future .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,55,0,altlex_altlex_gold.tsv_55_0,The earthquake also provided opportunities for researchers to retrofit data in order to model future earthquake predictions .,<ARG0>The earthquake also provided opportunities</ARG0> for <ARG1>researchers to retrofit data in order to model future earthquake predictions .</ARG1>,1,1,,1
altlex,altlex_gold.tsv,56,0,altlex_altlex_gold.tsv_56_0,Chengdu airport reopened as the airport was used for relief operations .,<ARG1>Chengdu airport reopened as the airport was</ARG1> used <ARG0>for relief operations .</ARG0>,0,0,,1
altlex,altlex_gold.tsv,57,0,altlex_altlex_gold.tsv_57_0,"China Mobile had lost more than 2,300 base stations due to lack of power and too many phone calls .","<ARG1>China Mobile had lost more than 2,300 base stations</ARG1> due to <ARG0>lack of power and too many phone calls .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,58,0,altlex_altlex_gold.tsv_58_0,"About 2,000 troops were sent to Zipingpu , to try and release the pressure through spillway .","<ARG1>About 2,000 troops were sent to Zipingpu , to try and release</ARG1> the pressure <ARG0>through spillway .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,59,0,altlex_altlex_gold.tsv_59_0,"This was different to Myanmar 's secretive response to Cyclone Nargis , which struck the country 10 days before the earthquake .","<ARG1>This was different to Myanmar 's secretive</ARG1> response to <ARG0>Cyclone Nargis , which struck the country 10 days before the earthquake .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,60,0,altlex_altlex_gold.tsv_60_0,"Air defense , police and fire sirens , and the horns of vehicles , vessels and trains sounded .","<ARG1>Air defense , police and fire sirens ,</ARG1> and <ARG0>the horns of vehicles , vessels and trains sounded .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,61,0,altlex_altlex_gold.tsv_61_0,"During January 2011 , the Philippine Atmospheric , Geophysical and Astronomical Services Administration predicted that between twenty and twenty-three tropical cyclones were likely to develop and/or enter the Philippine area of responsibility during 2011 .","<ARG1>During January 2011 , the Philippine Atmospheric , Geophysical and Astronomical Services Administration predicted that between twenty and twenty-three tropical cyclones were likely</ARG1> to develop <ARG0>and/or enter the Philippine area of responsibility during 2011 .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,62,0,altlex_altlex_gold.tsv_62_0,"TSR revised its initial prediction during May and subsequently predicted that 28.0 tropical storms , 17.7 typhoons , 7.6 `` intense '' typhoons and an ACE index of about 266 .","<ARG1>TSR revised its initial prediction during May and</ARG1> subsequently <ARG0>predicted that 28.0 tropical storms , 17.7 typhoons , 7.6 `` intense '' typhoons and an ACE index of about 266 .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,63,0,altlex_altlex_gold.tsv_63_0,"On August 4 , TSR subsequently slightly revised these predictions within its final update for 2011 to 28.2 tropical storms , 17.9 typhoons , 8.0 `` intense '' typhoons and an ACE index of about 281 .","<ARG1>On August 4 , TSR</ARG1> subsequently <ARG0>slightly revised these predictions within its final update for 2011 to 28.2 tropical storms , 17.9 typhoons , 8.0 `` intense '' typhoons and an ACE index of about 281 .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,64,0,altlex_altlex_gold.tsv_64_0,Over the next couple of days the depression gradually developed further in an area of low vertical windshear before it was declared a tropical depression by the JMA and the JTWC during May 6 .,<ARG1>Over the next couple of days the depression gradually developed further in an area of</ARG1> low <ARG0>vertical windshear before it was declared a tropical depression by the JMA and the JTWC during May 6 .</ARG0>,0,0,,1
altlex,altlex_gold.tsv,65,0,altlex_altlex_gold.tsv_65_0,"The JTWC then reported later that day that the depression had intensified into a tropical storm with windspeeds of 65 km/h ( 40 mph ) , however it later reported that it had overestimated the windspeeds and consequently lowered the storm 's status to a tropical depression , based on observations from Yap island .","<ARG1>The JTWC then reported later that day that the depression had intensified into a tropical storm with windspeeds of 65 km/h ( 40 mph ) , however it later reported that it had overestimated the windspeeds</ARG1> and <ARG0>consequently lowered the storm 's status to a tropical depression , based on observations from Yap island .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,66,0,altlex_altlex_gold.tsv_66_0,"Egay continued to develop during June 17 , as it moved towards the northeast , and on June 18 , the JTWC reported that Egay had intensified into a tropical storm .","<ARG1>Egay continued to develop during June 17 ,</ARG1> as <ARG0>it moved towards the northeast , and on June 18 , the JTWC reported that Egay had intensified into a tropical storm .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,67,0,altlex_altlex_gold.tsv_67_0,"In North Korea , heavy rains from the storm caused widespread flooding and damage .","<ARG0>In North Korea , heavy rains from the storm</ARG0> caused <ARG1>widespread flooding and damage .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,68,0,altlex_altlex_gold.tsv_68_0,"However by this time Tokage was already interacting with Typhoon Ma-on , with Ma-on 's outflow exposing Tokage 's low level circulation center , and displacing convection to the west .","<ARG1>However by this time Tokage was already interacting with Typhoon Ma-on , with Ma-on 's outflow exposing Tokage 's</ARG1> low <ARG0>level circulation center , and displacing convection to the west .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,69,0,altlex_altlex_gold.tsv_69_0,"Later that day , the storm strengthened over land and headed north towards Hainan 's provincial capital region Haikou .","<ARG1>Later that day , the storm strengthened over land</ARG1> and <ARG0>headed north towards Hainan 's provincial capital region Haikou .</ARG0>",0,0,,1
