corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents,causal_text_w_pairs,num_rs
because,CHRG-110hhrg44900-1.ann,61,0,because_CHRG-110hhrg44900-1.ann_61_0,"I believe we have reached a consensus that we must establish a modern, regulatory structure to strengthen the safety and soundness of our institutions and discourage unsound practices and conduct.","I believe we have reached a consensus that <ARG1>we must establish a modern, regulatory structure</ARG1> to <ARG0>strengthen the safety and soundness of our institutions and discourage unsound practices and conduct</ARG0>.",1,1,,1,"['I believe we have reached a consensus that <ARG1>we must establish a modern, regulatory structure</ARG1> to <ARG0>strengthen the safety and soundness of our institutions and discourage unsound practices and conduct</ARG0>.', 'I believe we have reached a consensus that <ARG0>we</ARG0> must establish a modern, regulatory structure to strengthen the safety and soundness of our institutions and discourage <ARG1>unsound practices and conduct</ARG1>.']",2
because,CHRG-110hhrg44900-1.ann,62,0,because_CHRG-110hhrg44900-1.ann_62_0,"However, these regulations should not and cannot ensure that institutions will never fail.","However, <ARG0>these regulations</ARG0> should not and cannot ensure <ARG1>that institutions will never fail</ARG1>.",1,1,,1,"['However, <ARG0>these regulations</ARG0> should not and cannot ensure <ARG1>that institutions will never fail</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,63,0,because_CHRG-110hhrg44900-1.ann_63_0,"And if one does fail, we must ensure that taxpayers are not left holding the bag.","And if one does fail, <ARG0>we</ARG0> must ensure <ARG1>that taxpayers are not left holding the bag</ARG1>.",1,1,,1,"['And if one does fail, <ARG0>we</ARG0> must ensure <ARG1>that taxpayers are not left holding the bag</ARG1>.', 'And if <ARG0>one does fail</ARG0>, <ARG1>we must ensure that taxpayers are not left holding the bag</ARG1>.']",2
because,CHRG-110hhrg44900-1.ann,64,0,because_CHRG-110hhrg44900-1.ann_64_0,"Thanks to the fast action of the Federal Reserve in cooperation with the SEC and the Treasury, we dodged a bullet when Bear Stearns collapsed.","Thanks to <ARG0>the fast action of the Federal Reserve in cooperation with the SEC and the Treasury</ARG0>, <ARG1>we dodged a bullet when Bear Stearns collapsed</ARG1>.",1,1,,1,"['Thanks to <ARG0>the fast action of the Federal Reserve in cooperation with the SEC and the Treasury</ARG0>, <ARG1>we dodged a bullet when Bear Stearns collapsed</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,66,0,because_CHRG-110hhrg44900-1.ann_66_0,"For that reason, I look forward to hearing from today's witnesses about what we can do to provide for an orderly resolution in the event a large financial institution fails.","For <ARG0>that reason</ARG0>, <ARG1>I look forward to hearing from today's witnesses about what we can do to provide for an orderly resolution in the event a large financial institution fails</ARG1>.",1,1,,1,"[""For <ARG0>that reason</ARG0>, <ARG1>I look forward to hearing from today's witnesses about what we can do to provide for an orderly resolution in the event a large financial institution fails</ARG1>."", ""For that reason, I look forward to hearing from today's witnesses about <ARG1>what we can do</ARG1> to <ARG0>provide for an orderly resolution</ARG0> in the event a large financial institution fails.""]",2
because,CHRG-110hhrg44900-1.ann,67,0,because_CHRG-110hhrg44900-1.ann_67_0,"The regulatory regime we establish and follow must accomplish three things: ensure market discipline; provide a shock absorber against systemic risk; and, first and foremost, protect the taxpayer.","<ARG0>The regulatory regime we establish and follow</ARG0> must accomplish three things: ensure <ARG1>market discipline</ARG1>; provide a shock absorber against systemic risk; and, first and foremost, protect the taxpayer.",1,1,,1,"['<ARG0>The regulatory regime we establish and follow</ARG0> must accomplish three things: ensure <ARG1>market discipline</ARG1>; provide a shock absorber against systemic risk; and, first and foremost, protect the taxpayer.']",1
because,CHRG-110hhrg44900-1.ann,20,0,because_CHRG-110hhrg44900-1.ann_20_0,"In this case, it seems clear to me that it is the Financial Institutions Subcommittee that is the developing subcommittee so that is how we will proceed.","In this case, <ARG0>it seems clear to me that it is the Financial Institutions Subcommittee that is the developing subcommittee</ARG0> so <ARG1>that is how we will proceed</ARG1>.",1,1,,1,"['In this case, <ARG0>it seems clear to me that it is the Financial Institutions Subcommittee that is the developing subcommittee</ARG0> so <ARG1>that is how we will proceed</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,54,0,because_CHRG-110hhrg44900-1.ann_54_0,We have seen the Federal Reserve intervene in order to avoid a cascading effect from Bear Stearns's collapse that could have spread throughout the financial system with what I believe would have been decidedly negative implications for the larger economy.,We have seen <ARG1>the Federal Reserve intervene</ARG1> in order to <ARG0>avoid a cascading effect from Bear Stearns's collapse that could have spread throughout the financial system with what I believe would have been decidedly negative implications for the larger economy</ARG0>.,1,1,,1,"[""We have seen <ARG1>the Federal Reserve intervene</ARG1> in order to <ARG0>avoid a cascading effect from Bear Stearns's collapse that could have spread throughout the financial system with what I believe would have been decidedly negative implications for the larger economy</ARG0>."", ""We have seen <ARG0>the Federal Reserve</ARG0> intervene in order to avoid <ARG1>a cascading effect from Bear Stearns's collapse that could have spread throughout the financial system with what I believe would have been decidedly negative implications for the larger economy</ARG1>.""]",2
because,CHRG-110hhrg44900-1.ann,68,0,because_CHRG-110hhrg44900-1.ann_68_0,"To preserve market discipline and discourage moral hazard, we must see to it that no firm should be considered too big or interconnected to fail.","To <ARG0>preserve market discipline and discourage moral hazard</ARG0>, <ARG1>we must see to it that no firm should be considered too big or interconnected to fail</ARG1>.",1,1,,1,"['To <ARG0>preserve market discipline and discourage moral hazard</ARG0>, <ARG1>we must see to it that no firm should be considered too big or interconnected to fail</ARG1>.', 'To preserve market discipline and discourage moral hazard, we must see to it that no firm should be considered <ARG0>too big or interconnected</ARG0> to <ARG1>fail</ARG1>.', 'To preserve market discipline and discourage <ARG1>moral hazard</ARG1>, <ARG0>we</ARG0> must see to it that no firm should be considered too big or interconnected to fail.']",3
because,CHRG-110hhrg44900-1.ann,69,0,because_CHRG-110hhrg44900-1.ann_69_0,"To protect against systemic risk, we must ensure that when a firm fails, it does not bring down the entire financial system with it, i.e., an orderly liquidation.","To <ARG0>protect against systemic risk</ARG0>, <ARG1>we must ensure that when a firm fails, it does not bring down the entire financial system with it, i.e., an orderly liquidation</ARG1>.",1,1,,1,"['To <ARG0>protect against systemic risk</ARG0>, <ARG1>we must ensure that when a firm fails, it does not bring down the entire financial system with it, i.e., an orderly liquidation</ARG1>.', 'To protect against systemic risk, <ARG0>we</ARG0> must ensure <ARG1>that when a firm fails, it does not bring down the entire financial system with it, i.e., an orderly liquidation</ARG1>.']",2
because,CHRG-110hhrg44900-1.ann,70,0,because_CHRG-110hhrg44900-1.ann_70_0,"And to protect the taxpayer, we have to make sure that the cost of that failure is borne by the firm's shareholders and creditors, and not passed on to the taxpaying public.","And to <ARG0>protect the taxpayer</ARG0>, <ARG1>we have to make sure that the cost of that failure is borne by the firm's shareholders and creditors, and not passed on to the taxpaying public</ARG1>.",1,1,,1,"[""And to <ARG0>protect the taxpayer</ARG0>, <ARG1>we have to make sure that the cost of that failure is borne by the firm's shareholders and creditors, and not passed on to the taxpaying public</ARG1>."", ""And to protect the taxpayer, <ARG0>we</ARG0> have to make sure <ARG1>that the cost of that failure is borne by the firm's shareholders and creditors, and not passed on to the taxpaying public</ARG1>.""]",2
because,CHRG-110hhrg44900-1.ann,78,0,because_CHRG-110hhrg44900-1.ann_78_0,"As the economy reels from a widespread, far-reaching financial crisis that continues to wreak havoc on everything from the housing market to student loans, while we remain focused on many current economic difficulties average Americans face, we must simultaneously look to the future to determine how to prevent or at least mitigate future crises.","As the economy reels from a widespread, far-reaching financial crisis that continues to wreak havoc on everything from the housing market to student loans, while we remain focused on many current economic difficulties average Americans face, <ARG0>we</ARG0> must simultaneously look to the future to determine how to prevent or at least mitigate <ARG1>future crises</ARG1>.",1,1,,1,"['As the economy reels from a widespread, far-reaching financial crisis that continues to wreak havoc on everything from the housing market to student loans, while we remain focused on many current economic difficulties average Americans face, <ARG0>we</ARG0> must simultaneously look to the future to determine how to prevent or at least mitigate <ARG1>future crises</ARG1>.', 'As the economy reels from a widespread, far-reaching financial crisis that continues to wreak havoc on everything from the housing market to student loans, while we remain focused on many current economic difficulties average Americans face, <ARG1>we must simultaneously look to the future</ARG1> to <ARG0>determine how to prevent or at least mitigate future crises</ARG0>.']",2
because,CHRG-110hhrg44900-1.ann,82,0,because_CHRG-110hhrg44900-1.ann_82_0,This bill seeks to make regulation more efficient by closing gaps in our regulatory structure and by promoting consolidation and cooperation among regulatory agencies.,<ARG0>This bill</ARG0> seeks to make <ARG1>regulation more efficient</ARG1> by closing gaps in our regulatory structure and by promoting consolidation and cooperation among regulatory agencies.,1,1,,1,"['<ARG0>This bill</ARG0> seeks to make <ARG1>regulation more efficient</ARG1> by closing gaps in our regulatory structure and by promoting consolidation and cooperation among regulatory agencies.', '<ARG0>This bill</ARG0> seeks to make regulation more efficient by closing gaps in our regulatory structure and by promoting <ARG1>consolidation and cooperation among regulatory agencies</ARG1>.']",2
because,CHRG-110hhrg44900-1.ann,84,0,because_CHRG-110hhrg44900-1.ann_84_0,"Without a Federal repository to collect and analyze information on insurance issues, we cannot fully understand and control systemic risk.","Without <ARG0>a Federal repository to collect and analyze information on insurance issues</ARG0>, <ARG1>we cannot fully understand and control systemic risk</ARG1>.",1,1,,1,"['Without <ARG0>a Federal repository to collect and analyze information on insurance issues</ARG0>, <ARG1>we cannot fully understand and control systemic risk</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,85,0,because_CHRG-110hhrg44900-1.ann_85_0,The Roundtable proposal would also expand the authority of the Federal Reserve so that investment banks who borrow from the Fed's discount window in various facilities do not get a free pass.,<ARG1>The Roundtable proposal would also expand the authority of the Federal Reserve</ARG1> so that <ARG0>investment banks who borrow from the Fed's discount window in various facilities do not get a free pass</ARG0>.,1,1,,1,"[""<ARG1>The Roundtable proposal would also expand the authority of the Federal Reserve</ARG1> so that <ARG0>investment banks who borrow from the Fed's discount window in various facilities do not get a free pass</ARG0>.""]",1
because,CHRG-110hhrg44900-1.ann,91,0,because_CHRG-110hhrg44900-1.ann_91_0,"While many concur that the Federal Reserve's move to bail out Bear Stearns in March of this year was necessary to prevent a financial meltdown, most also agree that we should be concerned about setting precedents with broad ramifications down the road.","While many concur that <ARG0>the Federal Reserve's move to bail out Bear Stearns in March of this year</ARG0> was necessary to <ARG1>prevent a financial meltdown</ARG1>, most also agree that we should be concerned about setting precedents with broad ramifications down the road.",1,1,,1,"[""While many concur that <ARG0>the Federal Reserve's move to bail out Bear Stearns in March of this year</ARG0> was necessary to <ARG1>prevent a financial meltdown</ARG1>, most also agree that we should be concerned about setting precedents with broad ramifications down the road.""]",1
because,CHRG-110hhrg44900-1.ann,92,0,because_CHRG-110hhrg44900-1.ann_92_0,"Taxpayers cannot be asked to bail out financial institutions, and we should look for ways to prevent such dire situations from arising in the future.","Taxpayers cannot be asked to bail out financial institutions, and <ARG0>we</ARG0> should look for ways to prevent <ARG1>such dire situations</ARG1> from <ARG1>arising in the future</ARG1>.",1,1,,1,"['Taxpayers cannot be asked to bail out financial institutions, and <ARG0>we</ARG0> should look for ways to prevent <ARG1>such dire situations</ARG1> from <ARG1>arising in the future</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,105,0,because_CHRG-110hhrg44900-1.ann_105_0,Your steady leadership is helping us weather the storm that our markets and our economy are experiencing.,<ARG0>Your steady leadership</ARG0> is helping <ARG1>us weather the storm that our markets and our economy are experiencing</ARG1>.,1,1,,1,['<ARG0>Your steady leadership</ARG0> is helping <ARG1>us weather the storm that our markets and our economy are experiencing</ARG1>.'],1
because,CHRG-110hhrg44900-1.ann,106,0,because_CHRG-110hhrg44900-1.ann_106_0,"As a side, Secretary Paulson, I would like to specifically thank you and your staff, as well as the public and private sector partners for organizing the HOPE NOW Alliance, which has helped to keep hundreds of thousands of families in their homes.","As a side, Secretary Paulson, I would like to specifically thank you and your staff, as well as the public and private sector partners for organizing the HOPE NOW Alliance, <ARG0>which</ARG0> has helped to <ARG1>keep hundreds of thousands of families in their homes</ARG1>.",1,1,,1,"['As a side, Secretary Paulson, I would like to specifically thank you and your staff, as well as the public and private sector partners for organizing the HOPE NOW Alliance, <ARG0>which</ARG0> has helped to <ARG1>keep hundreds of thousands of families in their homes</ARG1>.', 'As a side, Secretary Paulson, I would like to <ARG1>specifically thank you and your staff, as well as the public and private sector partners</ARG1> for <ARG0>organizing the HOPE NOW Alliance, which has helped to keep hundreds of thousands of families in their homes</ARG0>.']",2
because,CHRG-110hhrg44900-1.ann,107,0,because_CHRG-110hhrg44900-1.ann_107_0,"And Chairman Bernanke, the Federal Reserve's actions continue to help preserve confidence and bring stability to our financial markets and institutions.","And Chairman Bernanke, <ARG0>the Federal Reserve's actions</ARG0> continue to help <ARG1>preserve confidence and bring stability to our financial markets and institutions</ARG1>.",1,1,,1,"[""And Chairman Bernanke, <ARG0>the Federal Reserve's actions</ARG0> continue to help <ARG1>preserve confidence and bring stability to our financial markets and institutions</ARG1>.""]",1
because,CHRG-110hhrg44900-1.ann,108,0,because_CHRG-110hhrg44900-1.ann_108_0,"Infusing liquidity into the marketplace has prevented the credit crunch from seizing the system, and facilitating the sale of Bear Stearns to J.P. Morgan is viewed by many as having been the lynchpin that prevented a run-on-the-bank type crises which could have spread throughout our financial system and caused irreparable harm.","<ARG0>Infusing liquidity into the marketplace</ARG0> has prevented <ARG1>the credit crunch</ARG1> from <ARG1>seizing the system</ARG1>, and facilitating the sale of Bear Stearns to J.P. Morgan is viewed by many as having been the lynchpin that prevented a run-on-the-bank type crises which could have spread throughout our financial system and caused irreparable harm.",1,1,,1,"['<ARG0>Infusing liquidity into the marketplace</ARG0> has prevented <ARG1>the credit crunch</ARG1> from <ARG1>seizing the system</ARG1>, and facilitating the sale of Bear Stearns to J.P. Morgan is viewed by many as having been the lynchpin that prevented a run-on-the-bank type crises which could have spread throughout our financial system and caused irreparable harm.', 'Infusing liquidity into the marketplace has prevented the credit crunch from seizing the system, and facilitating the sale of Bear Stearns to J.P. Morgan is viewed by many as having been the lynchpin <ARG0>that</ARG0> prevented <ARG1>a run-on-the-bank type crises which could have spread throughout our financial system and caused irreparable harm</ARG1>.', 'Infusing liquidity into the marketplace has prevented the credit crunch from seizing the system, and facilitating the sale of Bear Stearns to J.P. Morgan is viewed by many as having been the lynchpin that prevented a run-on-the-bank type crises <ARG0>which</ARG0> could have spread throughout our financial system and caused <ARG1>irreparable harm</ARG1>.']",3
because,CHRG-110hhrg44900-1.ann,109,0,because_CHRG-110hhrg44900-1.ann_109_0,"What brought us here today are these specifically and the latter actions on the part of the Fed, actions that begged the question, what can the Federal Government do to prevent future, similar bailouts that can put taxpayer dollars at risk?","What brought us here today are these specifically and the latter actions on the part of the Fed, actions that begged the question, what can <ARG0>the Federal Government</ARG0> do to prevent <ARG1>future, similar bailouts that can put taxpayer dollars at risk</ARG1>?",1,1,,1,"['What brought us here today are these specifically and the latter actions on the part of the Fed, actions that begged the question, what can <ARG0>the Federal Government</ARG0> do to prevent <ARG1>future, similar bailouts that can put taxpayer dollars at risk</ARG1>?', 'What brought us here today are these specifically and the latter actions on the part of the Fed, actions that begged the question, <ARG1>what can the Federal Government do</ARG1> to <ARG0>prevent future, similar bailouts that can put taxpayer dollars at risk</ARG0>?']",2
because,CHRG-110hhrg44900-1.ann,111,0,because_CHRG-110hhrg44900-1.ann_111_0,"Can a Federal regulator or regulators monitor specific indicators that will flag weaknesses within individual, financial institutions and prevent another Bear Stearns?","Can a Federal regulator or regulators monitor specific indicators <ARG0>that</ARG0> will flag weaknesses within individual, financial institutions and prevent <ARG1>another Bear Stearns</ARG1>?",1,1,,1,"['Can a Federal regulator or regulators monitor specific indicators <ARG0>that</ARG0> will flag weaknesses within individual, financial institutions and prevent <ARG1>another Bear Stearns</ARG1>?']",1
because,CHRG-110hhrg44900-1.ann,121,0,because_CHRG-110hhrg44900-1.ann_121_0,"And, I think, Mr. Paulson, that you have about 125 years on Mr. Bernanke, so we will begin with you.","And, <ARG0>I think, Mr. Paulson, that you have about 125 years on Mr. Bernanke</ARG0>, so <ARG1>we will begin with you</ARG1>.",1,1,,1,"['And, <ARG0>I think, Mr. Paulson, that you have about 125 years on Mr. Bernanke</ARG0>, so <ARG1>we will begin with you</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,135,0,because_CHRG-110hhrg44900-1.ann_135_0,"Although our regulatory architecture and authorities are outdated and less than optimal, we have been working together; while respecting our different authorities or responsibilities, we have been working together to ensure the stability of the financial system, because it is in the interest of the American people that we do so.","Although our regulatory architecture and authorities are outdated and less than optimal, we have been working together; while respecting our different authorities or responsibilities, <ARG1>we have been working together to ensure the stability of the financial system</ARG1>, because <ARG0>it is in the interest of the American people that we do so</ARG0>.",1,1,,1,"['Although our regulatory architecture and authorities are outdated and less than optimal, we have been working together; while respecting our different authorities or responsibilities, <ARG1>we have been working together to ensure the stability of the financial system</ARG1>, because <ARG0>it is in the interest of the American people that we do so</ARG0>.', 'Although our regulatory architecture and authorities are outdated and less than optimal, we have been working together; while respecting our different authorities or responsibilities, <ARG0>we</ARG0> have been working together to ensure <ARG1>the stability of the financial system</ARG1>, because it is in the interest of the American people that we do so.', 'Although our regulatory architecture and authorities are outdated and less than optimal, we have been working together; while respecting our different authorities or responsibilities, <ARG1>we have been working together</ARG1> to <ARG0>ensure the stability of the financial system</ARG0>, because it is in the interest of the American people that we do so.']",3
because,CHRG-110hhrg44900-1.ann,137,0,because_CHRG-110hhrg44900-1.ann_137_0,And our seamless cooperation to achieve it is made possible by the leadership and support provided by this committee and by other leaders in Congress.,And <ARG1>our seamless cooperation to achieve it</ARG1> is made <ARG1>possible</ARG1> by <ARG0>the leadership and support provided by this committee and by other leaders in Congress</ARG0>.,1,1,,1,['And <ARG1>our seamless cooperation to achieve it</ARG1> is made <ARG1>possible</ARG1> by <ARG0>the leadership and support provided by this committee and by other leaders in Congress</ARG0>.'],1
because,CHRG-110hhrg44900-1.ann,140,0,because_CHRG-110hhrg44900-1.ann_140_0,"But we will ultimately emerge with strong capital markets, which will in turn enable our economy to continue to grow.","But we will ultimately emerge with strong capital markets, <ARG0>which</ARG0> will in turn enable <ARG1>our economy</ARG1> to <ARG1>continue to grow</ARG1>.",1,1,,1,"['But we will ultimately emerge with strong capital markets, <ARG0>which</ARG0> will in turn enable <ARG1>our economy</ARG1> to <ARG1>continue to grow</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,145,0,because_CHRG-110hhrg44900-1.ann_145_0,"A major advantage of this structure is its timelessness and its flexibility, and that because it is organized by a regulatory objective rather than by financial institution category, it can more easily respond and adapt to the ever-changing marketplace.","A major advantage of this structure is its timelessness and its flexibility, and that because <ARG0>it is organized by a regulatory objective rather than by financial institution category</ARG0>, <ARG1>it can more easily respond and adapt to the ever-changing marketplace</ARG1>.",1,1,,1,"['A major advantage of this structure is its timelessness and its flexibility, and that because <ARG0>it is organized by a regulatory objective rather than by financial institution category</ARG0>, <ARG1>it can more easily respond and adapt to the ever-changing marketplace</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,149,0,because_CHRG-110hhrg44900-1.ann_149_0,"The Blueprint includes recommendations on a number of intermediate steps as well, focusing on payment and settlement systems in areas such as futures and securities, where our regulatory structure severely inhibits our competitiveness.","The Blueprint includes recommendations on a number of intermediate steps as well, focusing on payment and settlement systems in areas such as futures and securities, where <ARG0>our regulatory structure</ARG0> severely inhibits <ARG1>our competitiveness</ARG1>.",1,1,,1,"['The Blueprint includes recommendations on a number of intermediate steps as well, focusing on payment and settlement systems in areas such as futures and securities, where <ARG0>our regulatory structure</ARG0> severely inhibits <ARG1>our competitiveness</ARG1>.']",1
because,CHRG-110hhrg44900-1.ann,151,0,because_CHRG-110hhrg44900-1.ann_151_0,"We also recommend the creation of a Federal charter for systemically important payment and settlement systems, and that these systems should be overseen by the Federal Reserve in order to guarantee the integrity of this vital--  The Chairman:  Mr. Secretary, I don't want you to feel constrained.","We also recommend the creation of a Federal charter for systemically important payment and settlement systems, and that <ARG1>these systems should be overseen by the Federal Reserve</ARG1> in order to <ARG0>guarantee the integrity of this vital--</ARG0>  The Chairman:  Mr. Secretary, I don't want you to feel constrained.",1,1,,1,"[""We also recommend the creation of a Federal charter for systemically important payment and settlement systems, and that <ARG1>these systems should be overseen by the Federal Reserve</ARG1> in order to <ARG0>guarantee the integrity of this vital--</ARG0>  The Chairman:  Mr. Secretary, I don't want you to feel constrained.""]",1
